Area,Item,Year,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,hg/ha_yield
Indonesia,Maize,2016,1784.93,7.27,32.71,38454.4
Mexico,Potatoes,2017,2615.06,16.03,35.94,40169.9
Canada,Rice,2008,2079.05,163.4,32.01,35027.9
Brazil,Rice,1995,1511.93,106.0,34.07,33812.9
India,Sweet potatoes,2018,707.52,134.28,14.69,178250.2
Mexico,Wheat,1990,1051.77,58.12,24.68,33516.4
Canada,Rice,1993,2112.24,121.86,18.01,31059.6
Mexico,Maize,2022,2657.96,186.13,19.87,24227.3
Nigeria,Sorghum,1991,1447.14,26.93,24.89,15842.6
China,Sweet potatoes,2010,346.46,72.9,16.48,142216.1
United States,Sweet potatoes,1990,236.0,10.83,21.46,126311.3
France,Soybeans,2017,480.05,63.87,12.76,16579.4
Nigeria,Maize,1993,1608.6,9.02,29.74,40872.8
Australia,Sweet potatoes,2003,979.32,14.94,35.44,74321.0
South Africa,Wheat,2009,792.17,45.45,15.27,36102.5
United States,Rice,2007,832.74,56.01,23.88,59071.1
Nigeria,Soybeans,2011,1504.44,7.97,16.85,20608.5
Nigeria,Plantains and others,2002,832.05,42.35,15.33,126779.6
Indonesia,Cassava,2023,1557.83,36.64,18.8,132033.4
Japan,Cassava,1994,2704.29,7.94,27.52,31872.4
Australia,Wheat,2020,965.32,56.13,24.18,42079.9
India,Sweet potatoes,1997,2278.67,39.47,35.34,27027.9
Japan,Sweet potatoes,2010,1330.18,24.05,36.28,60415.9
United States,Potatoes,2006,2783.12,9.25,29.9,56636.2
Indonesia,Soybeans,2004,2012.31,28.38,31.31,16059.6
Argentina,Sorghum,2003,892.91,50.87,18.7,20263.7
South Africa,Yams,2002,1124.75,11.72,24.36,77325.6
Japan,Rice,1993,2633.69,29.47,21.1,16176.8
Argentina,Sweet potatoes,1996,2793.83,9.44,19.05,61225.8
Argentina,Soybeans,2012,421.61,11.26,16.57,22927.8
India,Sorghum,1991,445.72,13.46,31.99,9850.6
Argentina,Maize,1992,2941.63,8.81,19.38,16541.1
Brazil,Sorghum,2019,1776.21,26.7,27.76,11819.7
Indonesia,Yams,1993,247.86,31.17,17.93,104182.0
France,Sweet potatoes,1992,1729.98,11.38,36.29,41524.5
Canada,Wheat,2015,1674.24,43.76,34.38,14522.6
China,Plantains and others,1998,2979.63,164.95,12.15,30439.5
Mexico,Wheat,2003,1176.81,93.57,35.21,15176.8
China,Soybeans,2009,2934.22,168.17,37.46,4609.6
Argentina,Cassava,2005,248.57,260.78,26.13,107287.8
Argentina,Sweet potatoes,1994,2462.44,20.11,32.78,26131.0
Brazil,Wheat,2012,1087.4,52.16,37.14,13251.8
Egypt,Potatoes,2015,1996.86,60.27,33.64,76857.4
France,Wheat,1999,2822.14,24.09,16.04,13869.6
Indonesia,Rice,2009,1903.29,27.48,31.56,39861.6
Mexico,Sorghum,1995,1943.56,13.37,21.28,11985.0
Argentina,Potatoes,2018,2776.84,34.81,25.95,74866.8
France,Maize,2012,2928.04,26.11,28.85,21619.1
Argentina,Plantains and others,2004,2399.69,120.32,17.68,40651.0
China,Sorghum,2014,2954.05,109.68,16.17,6986.4
United States,Plantains and others,1991,1140.69,44.1,16.99,99761.5
India,Plantains and others,1993,2546.89,6.09,18.06,36960.1
India,Sweet potatoes,1999,341.68,116.52,17.9,166915.2
Germany,Cassava,1996,1730.11,25.9,19.2,106150.7
India,Soybeans,2012,2157.74,42.24,33.7,10139.7
Egypt,Rice,2013,1515.02,8.98,30.35,44497.8
South Africa,Plantains and others,1996,1779.81,17.92,28.18,47545.7
Australia,Maize,2002,585.85,60.61,37.46,22160.9
Australia,Sweet potatoes,2004,2684.0,7.52,15.55,66460.3
Mexico,Maize,1992,229.7,103.9,23.73,43629.3
Argentina,Soybeans,2005,2037.16,97.27,30.73,14125.5
China,Rice,1993,2141.42,66.43,35.98,18618.7
Canada,Cassava,2016,2206.97,6.66,21.71,80352.0
India,Soybeans,2006,2512.73,22.22,33.02,8550.6
Egypt,Plantains and others,1992,2116.46,53.75,15.98,61892.1
Nigeria,Plantains and others,2022,1422.78,101.63,16.62,95558.5
India,Sweet potatoes,1999,2672.27,23.36,29.99,42036.8
Brazil,Rice,2004,1321.65,37.97,21.25,48289.0
South Africa,Potatoes,2002,457.13,53.27,16.26,167272.2
China,Yams,2003,1922.14,198.43,27.48,55230.5
Canada,Maize,2017,2879.84,119.5,24.23,29937.5
China,Cassava,2023,1509.88,23.66,23.39,119894.8
Mexico,Plantains and others,2006,1804.02,14.1,35.25,24719.1
Egypt,Potatoes,1997,261.06,61.9,26.25,181572.2
Germany,Sweet potatoes,2012,2410.34,74.43,37.24,27699.5
India,Potatoes,2006,2747.8,83.24,26.65,74382.8
Indonesia,Plantains and others,2023,2670.31,26.02,22.07,47340.3
Germany,Sorghum,1991,220.09,15.0,20.59,17295.4
Egypt,Rice,2002,733.89,45.23,22.59,53424.1
Japan,Sweet potatoes,1997,742.55,23.09,28.14,113430.6
Indonesia,Sorghum,2008,1850.18,113.6,21.48,17955.3
United States,Yams,2001,1261.59,37.57,16.84,119878.7
Argentina,Sorghum,1998,297.22,63.66,25.73,15065.8
Egypt,Plantains and others,1998,2485.84,66.55,13.6,41639.0
Germany,Soybeans,2004,1676.82,41.13,14.27,16943.3
China,Sorghum,2000,937.83,121.3,19.39,20151.4
Australia,Cassava,2009,2283.99,73.54,29.44,48953.4
Indonesia,Sorghum,1991,878.78,14.23,22.25,23022.8
China,Maize,2018,2776.0,124.15,25.71,21169.5
United States,Cassava,1996,798.4,20.54,18.06,107566.4
Nigeria,Cassava,1992,748.44,14.13,26.97,103972.7
Brazil,Yams,1998,338.92,39.61,18.56,87545.4
Egypt,Plantains and others,2002,510.08,22.04,17.41,114403.9
China,Yams,2006,235.67,51.93,13.7,75099.2
India,Sorghum,1991,2291.33,16.25,20.87,9094.0
Brazil,Plantains and others,2005,2443.24,20.37,17.46,38126.4
Canada,Sorghum,2010,2208.93,58.57,26.83,10608.3
United States,Cassava,2016,2167.39,479.79,23.32,85993.1
Brazil,Potatoes,2009,2211.21,25.54,28.24,70386.3
Mexico,Cassava,1993,1501.22,194.97,29.63,69629.5
Germany,Wheat,2008,2536.46,74.82,23.97,14675.3
Egypt,Wheat,2007,1364.1,43.89,27.01,38586.1
Germany,Soybeans,2014,272.88,18.53,32.13,23340.0
South Africa,Potatoes,1998,1306.82,209.21,18.37,167914.5
Indonesia,Rice,1997,2208.46,34.65,34.71,22469.1
India,Potatoes,1999,1494.25,142.19,22.19,210213.0
Egypt,Sorghum,2013,2971.37,22.99,19.22,9491.6
France,Plantains and others,2013,2496.08,5.48,12.09,36281.9
Mexico,Rice,2006,2110.24,42.8,14.16,27925.9
United States,Yams,2016,1736.17,5.6,25.03,84524.1
Argentina,Plantains and others,2007,1410.95,32.12,13.15,86545.3
Canada,Rice,1997,418.69,148.38,14.58,30398.5
Canada,Potatoes,1999,2179.69,18.24,34.9,49756.3
Nigeria,Sorghum,2009,2224.5,29.98,17.65,12048.9
Nigeria,Yams,2016,1529.8,50.85,26.85,102501.4
Argentina,Potatoes,1991,1398.82,30.85,30.53,109574.6
Egypt,Soybeans,2009,1391.74,17.52,14.24,23283.9
Canada,Wheat,1997,1275.65,125.11,33.76,14074.5
South Africa,Rice,2005,2144.54,26.44,34.99,23383.8
China,Maize,2011,2709.89,34.75,29.08,18331.2
Nigeria,Cassava,2004,333.89,68.28,35.68,59388.9
Egypt,Sweet potatoes,1992,2767.11,56.46,12.86,57344.8
Canada,Sorghum,2004,2220.24,24.64,32.52,5325.6
Brazil,Plantains and others,2006,2661.71,44.76,19.41,37923.2
Mexico,Rice,1991,2664.97,12.07,15.18,13522.1
Australia,Maize,2011,698.77,65.14,12.71,35371.6
Germany,Yams,2007,1164.24,59.57,35.38,42378.2
Indonesia,Maize,2007,1269.52,126.2,19.21,54090.0
Indonesia,Yams,2012,434.26,20.96,19.74,111785.0
France,Wheat,1995,404.29,70.61,19.78,29664.1
Brazil,Soybeans,2020,2724.44,39.21,36.48,6099.4
China,Rice,2002,1104.65,27.76,13.18,32365.8
India,Plantains and others,2002,695.22,59.25,16.11,102045.3
Argentina,Yams,1993,588.53,11.12,19.8,96669.0
India,Yams,2009,710.48,187.18,25.15,112284.9
Australia,Soybeans,2021,1156.92,24.71,12.91,21649.5
Germany,Plantains and others,1997,1373.36,62.36,21.19,104516.6
India,Wheat,2008,1607.96,23.85,16.69,30385.8
Canada,Potatoes,2022,2814.83,6.9,25.01,95209.1
France,Soybeans,2013,1397.36,11.64,25.78,24169.1
Australia,Plantains and others,2007,941.81,17.5,17.09,103670.6
United States,Maize,1996,772.33,19.14,36.26,30554.9
Argentina,Sorghum,2017,1342.94,20.25,26.97,18517.1
India,Wheat,1995,2691.99,136.65,18.19,14375.0
Japan,Soybeans,2021,2952.44,7.14,37.72,4849.8
Australia,Wheat,2015,271.53,31.07,12.82,30903.4
United States,Sorghum,2017,1420.94,21.0,27.32,17219.4
Indonesia,Plantains and others,2021,788.83,12.33,12.64,104897.5
Brazil,Sorghum,2007,435.68,16.89,14.1,15938.0
Australia,Sorghum,1991,1806.72,20.42,29.36,10944.9
Canada,Potatoes,2011,2674.85,5.26,36.27,31165.5
Australia,Sweet potatoes,1997,1507.89,95.08,16.62,155672.3
Nigeria,Soybeans,2002,1788.06,23.23,17.74,18885.3
Indonesia,Soybeans,2003,1657.68,8.83,25.32,25874.1
Brazil,Maize,1996,2733.94,5.22,12.01,9275.2
South Africa,Potatoes,2020,821.78,37.0,13.59,165846.6
Brazil,Maize,2014,1296.02,234.87,17.41,46706.8
Japan,Sorghum,2006,1941.84,6.91,33.32,5013.0
Mexico,Yams,1995,2465.25,40.19,30.27,23604.4
Canada,Cassava,1992,916.05,19.21,36.96,50926.2
Germany,Wheat,2023,1269.24,88.0,27.2,31920.7
United States,Sweet potatoes,2018,299.31,104.46,21.36,184279.3
Nigeria,Wheat,2007,2321.23,42.29,28.24,12902.2
Mexico,Maize,1990,2230.02,6.18,16.54,16841.3
Australia,Yams,2015,988.3,7.74,29.9,87316.0
United States,Rice,1995,918.88,52.24,20.44,50381.5
Canada,Soybeans,2014,2379.71,8.62,26.47,12956.8
Canada,Plantains and others,1994,2974.03,75.69,33.76,18091.5
United States,Soybeans,2021,2863.1,90.13,34.59,9379.4
Canada,Cassava,2015,2663.18,200.11,24.84,54979.9
Germany,Sweet potatoes,2018,325.36,44.06,12.45,117206.9
Argentina,Soybeans,2019,1521.62,85.14,13.21,18080.0
Brazil,Sweet potatoes,2014,1514.75,28.82,36.16,51991.2
Nigeria,Maize,2014,855.37,93.63,29.67,55073.2
Argentina,Yams,1993,1748.6,43.48,30.67,43301.5
United States,Plantains and others,1999,2025.36,22.17,37.32,23356.3
Argentina,Plantains and others,1999,2845.19,10.96,23.75,34931.0
France,Maize,2021,1444.63,5.61,15.46,39979.0
Egypt,Potatoes,2007,1761.99,46.7,19.74,177912.7
Argentina,Wheat,2016,1046.13,8.48,18.57,40217.8
Nigeria,Wheat,2021,651.91,5.66,33.35,15560.8
Japan,Potatoes,2016,1371.62,85.83,26.01,156957.7
Australia,Cassava,2002,2992.5,21.58,26.96,40588.6
Germany,Wheat,2006,640.87,101.95,35.65,13360.4
China,Sorghum,1992,544.84,29.08,33.67,6573.3
Canada,Plantains and others,1998,967.99,234.99,29.59,74434.0
Germany,Maize,2000,1968.86,77.33,32.24,28329.7
United States,Sweet potatoes,2004,539.44,45.92,16.59,148261.2
China,Rice,2010,1726.89,19.03,35.17,28134.9
Germany,Yams,1999,2007.5,12.02,30.63,38605.8
Egypt,Maize,2013,328.03,150.35,15.74,52572.1
Australia,Rice,1992,2503.35,13.24,12.99,13595.9
Egypt,Cassava,2020,2177.61,55.94,34.85,37460.3
Australia,Rice,2007,1892.21,23.03,17.21,32384.0
Argentina,Wheat,2006,2588.21,24.1,27.55,13461.4
France,Cassava,2006,860.52,7.65,37.9,47940.7
Brazil,Sorghum,1998,1973.32,63.32,29.12,8693.2
Australia,Sweet potatoes,2011,1245.25,46.57,13.66,166035.7
Mexico,Potatoes,2021,2797.76,54.58,32.54,42752.5
Australia,Potatoes,1994,1689.7,14.71,28.51,131347.0
Nigeria,Soybeans,1994,1841.88,55.12,32.9,15487.1
United States,Plantains and others,2000,300.17,5.87,20.33,92215.6
China,Maize,2022,2743.47,39.92,29.06,19461.5
South Africa,Rice,2009,200.49,13.87,34.95,20643.2
Nigeria,Sweet potatoes,2012,2612.05,98.54,20.14,76966.1
Mexico,Soybeans,2010,315.08,39.23,12.33,14595.5
United States,Yams,2018,856.69,16.01,12.17,103307.0
Indonesia,Soybeans,1998,723.42,55.66,31.41,26087.6
China,Cassava,1991,1179.8,44.15,21.97,107688.6
Canada,Cassava,1990,1939.18,31.05,20.18,86034.8
China,Wheat,1999,546.53,9.17,31.64,16537.4
India,Rice,2001,1642.72,208.78,13.51,27519.9
Indonesia,Cassava,1996,2510.26,6.69,21.32,56488.8
South Africa,Potatoes,1991,1257.89,107.81,22.24,159019.0
South Africa,Maize,2015,1270.25,6.27,31.85,35628.0
France,Sorghum,1991,2857.03,8.8,27.6,6439.9
China,Plantains and others,1991,1749.36,19.07,21.2,77526.1
Canada,Plantains and others,1995,903.85,23.5,28.04,75165.9
Mexico,Cassava,2019,2927.03,7.33,36.73,19519.7
South Africa,Cassava,2009,227.67,25.63,19.87,109439.3
Indonesia,Potatoes,2006,2720.78,24.46,28.95,73881.1
United States,Plantains and others,2000,1245.11,40.24,28.91,79516.9
Egypt,Cassava,2007,418.45,116.45,18.41,140922.4
Canada,Maize,1990,1871.49,22.19,30.6,30763.6
Japan,Yams,1999,2147.64,65.89,29.75,37120.6
China,Soybeans,2009,1599.74,108.54,20.5,20425.4
Canada,Rice,2022,642.57,6.09,32.41,41520.5
India,Plantains and others,2023,2002.17,20.8,15.2,71143.2
France,Yams,2017,2152.6,17.71,13.78,54842.0
Mexico,Soybeans,2001,1668.72,89.76,31.48,17790.6
Mexico,Potatoes,1995,2483.74,14.87,14.14,69481.9
Brazil,Cassava,1995,1242.79,83.01,13.02,82169.3
South Africa,Potatoes,2001,794.5,8.88,28.05,129565.7
Egypt,Plantains and others,2013,1085.73,10.1,23.25,105339.2
Nigeria,Plantains and others,2005,1045.74,67.58,27.91,83111.0
Japan,Soybeans,1993,1233.24,49.84,21.12,22032.8
Indonesia,Maize,2007,1518.88,35.76,28.19,50432.4
Mexico,Cassava,2011,1450.05,11.55,12.97,95085.3
Germany,Cassava,2005,2104.56,10.74,36.99,26738.7
France,Wheat,1999,1346.16,59.17,28.48,27625.8
Germany,Sweet potatoes,2011,1387.62,18.87,20.51,139328.8
South Africa,Wheat,2021,2977.25,7.81,24.77,12704.6
Nigeria,Soybeans,1994,2231.9,8.88,22.48,12609.6
United States,Cassava,2002,2336.89,73.69,25.25,58632.9
South Africa,Rice,1991,2991.08,70.96,36.78,9180.4
Indonesia,Plantains and others,2014,2948.95,70.65,34.11,19816.2
Argentina,Cassava,1999,824.72,51.47,14.51,113241.6
Canada,Wheat,1998,2587.06,54.09,28.63,11884.7
China,Rice,2008,2174.06,22.2,13.5,25826.2
Argentina,Sweet potatoes,1995,2115.14,170.38,17.59,105113.2
Nigeria,Plantains and others,2013,1169.32,42.32,18.04,125298.1
Brazil,Wheat,1995,1189.62,17.03,26.87,27281.5
Argentina,Sorghum,2010,2481.35,32.51,35.49,3905.5
South Africa,Yams,2014,2014.64,104.41,19.62,64211.6
Brazil,Plantains and others,2022,599.4,88.66,34.36,40294.5
Nigeria,Sorghum,2017,2566.94,38.99,24.96,8465.0
Nigeria,Maize,2020,1794.96,39.79,27.74,46149.4
Australia,Yams,1996,1782.63,5.3,17.6,74048.8
Canada,Potatoes,1991,2722.34,68.36,21.06,89516.5
United States,Maize,2003,2398.6,40.95,33.14,17777.0
Mexico,Potatoes,1996,2805.35,54.22,14.18,73456.7
China,Potatoes,2000,2549.24,70.35,21.6,80699.3
Germany,Plantains and others,1997,747.35,13.13,13.51,97046.1
India,Cassava,2003,777.44,37.26,25.37,117970.4
Indonesia,Plantains and others,2019,2926.1,51.56,24.51,41382.2
China,Potatoes,2019,2875.84,135.91,18.82,83490.5
China,Cassava,2012,1937.78,76.88,31.12,44478.8
Indonesia,Soybeans,2014,2438.64,40.21,21.81,14244.3
Nigeria,Cassava,2006,2767.55,39.7,26.18,50297.2
United States,Potatoes,1991,2986.14,15.99,14.42,71956.2
Canada,Rice,1999,1570.19,13.35,18.31,47081.7
Argentina,Potatoes,2021,2296.08,59.1,23.42,104692.8
Germany,Potatoes,2002,873.92,76.29,26.67,166608.0
Canada,Potatoes,1993,2189.18,9.79,37.23,41163.3
Egypt,Wheat,1992,1419.11,8.82,24.96,29559.9
Argentina,Cassava,2018,1916.7,110.28,36.84,39111.6
Australia,Yams,2019,612.04,12.74,16.36,124585.7
Egypt,Potatoes,2006,2159.89,93.04,32.58,62996.7
Mexico,Rice,1995,2108.99,63.03,35.55,20558.6
Germany,Soybeans,1998,2013.15,31.1,25.8,19449.3
Indonesia,Maize,2005,1676.83,16.41,15.14,37362.3
Germany,Yams,2010,418.98,11.48,32.11,53888.2
China,Cassava,1998,1867.94,9.91,17.26,76478.9
United States,Sorghum,1992,2737.55,100.01,33.44,3606.5
Japan,Sweet potatoes,2005,595.68,113.04,25.79,145181.0
Brazil,Maize,1990,247.94,65.0,36.82,18725.4
Egypt,Sweet potatoes,2019,1407.94,28.8,28.47,152254.7
Canada,Plantains and others,2010,2067.31,60.48,35.43,32746.7
Australia,Sorghum,2004,836.45,19.67,25.11,20496.1
Canada,Sweet potatoes,2009,1806.55,75.65,19.1,155291.4
Australia,Plantains and others,1996,844.25,52.25,25.59,79492.0
Argentina,Plantains and others,2011,1173.26,53.26,27.2,94325.0
Germany,Soybeans,2002,999.52,13.54,23.68,30470.0
United States,Potatoes,2014,936.82,36.71,34.81,93841.7
Canada,Plantains and others,2007,2684.17,77.58,17.12,45762.2
Canada,Rice,2012,2256.11,69.92,23.05,38372.9
Indonesia,Rice,1991,660.32,21.72,31.32,38177.6
United States,Sweet potatoes,2013,1469.2,19.2,18.73,167781.2
Indonesia,Sweet potatoes,1993,1441.19,152.79,15.5,170247.5
Brazil,Maize,2004,2830.41,9.1,21.07,18602.6
United States,Maize,2003,421.83,39.39,30.15,46915.6
Brazil,Sweet potatoes,1999,2516.38,62.82,25.88,53819.6
Brazil,Rice,2010,370.19,10.72,25.16,33788.5
Japan,Sorghum,2003,478.6,58.38,32.57,8543.3
South Africa,Sorghum,2017,1126.74,14.53,17.44,20754.7
Japan,Maize,1996,2656.38,10.48,12.84,11440.3
United States,Wheat,2004,1773.53,43.59,27.37,24961.6
South Africa,Maize,2001,2624.17,33.85,21.91,19608.1
South Africa,Sorghum,1992,470.76,195.64,25.31,16331.6
Argentina,Plantains and others,2005,1214.75,73.82,34.63,45307.5
China,Potatoes,1995,2410.1,24.07,34.2,26142.1
France,Wheat,1994,703.39,44.52,33.71,14546.9
Indonesia,Maize,2007,1720.24,68.22,34.89,30746.3
Australia,Sorghum,1994,1664.84,17.12,30.69,10190.9
India,Maize,1997,455.72,16.39,12.81,27355.2
United States,Sorghum,2022,262.85,235.69,26.5,19771.9
Germany,Sorghum,1999,2474.86,46.26,26.2,6755.2
China,Cassava,2023,385.78,7.3,33.39,49704.3
Germany,Soybeans,2018,1711.37,23.14,23.37,26405.2
Australia,Sorghum,1999,2732.5,47.04,32.29,3928.3
Japan,Soybeans,1992,2877.26,32.6,19.54,9439.9
United States,Potatoes,2012,1529.31,56.8,25.0,176369.4
Mexico,Sorghum,2020,1000.35,19.61,27.99,17675.7
Brazil,Rice,2009,2245.49,93.22,31.39,24683.1
Brazil,Sorghum,2009,902.72,13.54,19.23,22636.5
Brazil,Rice,2018,675.5,85.57,24.59,42506.8
China,Wheat,2005,2356.45,17.61,28.02,10518.5
Argentina,Sorghum,2022,2152.37,7.61,19.62,13025.9
Brazil,Soybeans,2010,1239.55,12.97,25.15,25109.6
Argentina,Wheat,2008,1911.38,82.19,20.68,28312.1
India,Sweet potatoes,2015,1395.47,7.02,37.09,69688.7
Mexico,Sorghum,1999,682.87,47.18,21.27,19929.0
India,Plantains and others,1996,726.54,5.2,30.72,59371.0
Brazil,Rice,2008,2332.82,94.33,37.36,13010.9
Argentina,Cassava,1995,2814.53,23.27,17.11,56050.8
India,Potatoes,2013,394.18,7.71,19.62,191522.7
South Africa,Cassava,1991,2680.02,113.59,17.44,44143.9
India,Potatoes,2017,1966.11,162.96,21.81,167819.1
India,Plantains and others,2002,1256.85,12.34,12.43,83081.9
Brazil,Sweet potatoes,1992,205.62,107.96,23.54,106548.7
Indonesia,Maize,2019,1869.86,183.16,15.55,36372.8
South Africa,Sweet potatoes,2000,1889.28,121.73,22.34,109862.2
Argentina,Maize,2022,2358.16,59.45,17.61,22034.0
China,Sweet potatoes,1999,421.05,43.34,20.13,136009.6
South Africa,Potatoes,2008,2156.12,38.82,35.02,38192.0
Argentina,Sweet potatoes,2011,470.66,25.41,25.18,135398.9
Mexico,Sorghum,2015,2467.67,74.55,31.77,4892.6
China,Wheat,2017,2027.0,58.47,32.89,9493.9
China,Cassava,2016,1387.86,38.91,34.27,48662.5
Australia,Maize,1991,893.66,31.27,25.41,48827.8
Egypt,Plantains and others,1995,1209.12,29.86,32.63,47982.0
Indonesia,Wheat,2016,1413.54,39.26,37.66,18334.6
United States,Potatoes,2007,2672.89,46.17,27.84,62832.1
Nigeria,Wheat,2021,2482.76,11.86,21.57,14031.7
Germany,Plantains and others,2017,2522.39,8.08,16.4,38759.3
Canada,Plantains and others,2022,1306.16,68.23,36.43,44250.1
South Africa,Maize,2012,1596.15,51.89,35.34,32117.5
Japan,Rice,1999,240.93,54.01,15.04,25204.5
Indonesia,Sweet potatoes,1990,954.98,82.13,19.01,176530.1
Germany,Plantains and others,2012,675.99,122.76,17.22,100478.1
France,Sorghum,1994,800.12,63.14,27.51,14452.5
Germany,Sorghum,1998,1790.18,38.99,28.69,11386.8
Brazil,Wheat,2006,1514.27,111.63,33.28,11426.4
France,Maize,1995,2283.18,38.29,20.26,18715.9
China,Plantains and others,2003,952.27,89.42,21.34,81725.5
United States,Cassava,2005,592.96,20.58,13.38,110891.6
India,Soybeans,2009,2434.33,15.53,30.76,10223.1
Canada,Sorghum,2003,308.25,39.18,15.87,18347.0
Brazil,Maize,2013,815.86,50.2,37.39,23930.6
Canada,Potatoes,2023,2337.57,79.52,29.47,72267.2
Germany,Plantains and others,1997,1177.47,13.87,17.98,77619.8
Germany,Sorghum,2008,1685.15,30.27,25.91,16136.4
United States,Plantains and others,2001,2932.21,28.2,12.59,37191.4
Egypt,Potatoes,1994,980.84,133.55,37.89,91387.9
Indonesia,Wheat,1997,2300.47,73.76,36.89,6853.4
Mexico,Yams,2006,2142.43,118.4,15.82,57820.4
Nigeria,Wheat,2011,1374.14,8.77,12.17,33152.6
India,Wheat,2020,476.84,24.17,25.72,33990.2
Germany,Plantains and others,1998,388.79,36.25,27.85,71273.7
Indonesia,Soybeans,2008,2953.87,16.5,14.67,10102.6
Brazil,Sorghum,1997,767.0,23.64,27.34,13962.1
Indonesia,Soybeans,1992,2698.25,65.2,15.87,9225.1
Indonesia,Wheat,2022,2581.42,139.12,36.17,8465.7
Nigeria,Yams,1992,1264.81,87.82,27.26,90291.1
United States,Maize,2021,414.87,52.02,29.73,63655.6
Argentina,Yams,2001,683.71,100.74,15.64,101773.8
China,Soybeans,2019,1908.55,31.12,23.47,19571.0
India,Rice,2014,1539.62,46.19,27.5,54703.5
Argentina,Plantains and others,2006,2248.16,160.51,35.58,18875.0
China,Sorghum,2006,2737.54,138.47,35.28,3219.3
Canada,Cassava,2021,1476.0,67.58,32.61,67719.5
India,Maize,2016,1729.23,31.52,14.8,38382.9
France,Plantains and others,2000,1194.66,13.36,29.96,54687.8
China,Rice,2006,2172.82,103.15,36.51,16236.2
Argentina,Yams,1998,2460.54,62.04,35.52,17730.9
China,Yams,1998,1827.59,10.76,23.94,65474.7
United States,Rice,2005,2250.27,24.36,18.9,37205.2
Nigeria,Wheat,1996,1214.75,56.29,19.05,36478.3
France,Sorghum,2022,2182.1,15.08,15.02,11681.9
China,Cassava,2014,2176.48,12.92,32.41,31085.0
Nigeria,Maize,2001,1823.7,55.06,21.57,39282.0
India,Rice,2014,1232.96,67.79,21.61,60361.6
China,Plantains and others,2007,292.16,51.82,36.68,28366.6
Nigeria,Cassava,2000,1510.63,56.78,26.45,111440.0
Japan,Cassava,2021,1126.67,40.69,15.39,129611.7
Germany,Rice,1991,687.38,38.52,33.39,31168.4
United States,Soybeans,1991,2593.09,9.09,30.71,7867.1
Canada,Sweet potatoes,2010,989.62,69.15,15.8,192676.2
South Africa,Sorghum,1993,427.01,127.81,24.76,14101.0
Indonesia,Yams,2012,2599.2,14.79,34.41,22755.4
China,Sorghum,2014,1720.21,88.19,28.86,12136.7
Germany,Wheat,2010,2110.86,9.46,28.29,16014.4
United States,Soybeans,2021,2678.24,159.92,36.7,6224.5
Nigeria,Wheat,2017,545.02,8.08,12.46,37325.6
Australia,Cassava,2021,549.49,84.63,28.69,112272.0
Germany,Yams,1999,1315.66,147.93,20.89,108041.6
India,Soybeans,2004,2970.74,18.94,33.79,7276.8
South Africa,Plantains and others,1993,1025.89,79.32,34.9,34231.0
Germany,Sorghum,1999,1420.32,12.07,20.85,17889.9
Germany,Soybeans,2022,1716.0,52.65,24.48,23496.0
South Africa,Sorghum,2012,1625.5,66.71,26.8,15284.0
China,Wheat,1995,2406.32,64.67,17.02,11960.3
France,Soybeans,2003,1363.57,11.26,20.59,25871.3
Argentina,Sorghum,2011,1955.52,5.58,31.85,7640.5
Australia,Wheat,2005,677.8,23.65,12.53,36147.2
Argentina,Sweet potatoes,2016,923.89,10.42,23.42,147275.3
Nigeria,Maize,2013,2535.32,5.66,21.22,24318.8
Canada,Sorghum,1990,1181.18,264.99,26.66,18561.7
Argentina,Yams,2009,823.15,38.41,34.16,49780.1
France,Cassava,2011,557.29,14.62,16.35,130617.2
Argentina,Plantains and others,2016,2841.6,20.46,17.88,43689.4
India,Plantains and others,2003,2179.59,21.73,18.95,49955.4
Argentina,Soybeans,2021,278.92,34.88,28.94,25784.3
South Africa,Sorghum,2006,1638.06,59.24,26.34,15457.3
Indonesia,Rice,2006,2867.27,27.75,21.78,21111.5
Canada,Sweet potatoes,2002,1520.6,32.99,18.08,156542.2
Japan,Potatoes,2007,1804.38,292.63,34.33,59877.6
Mexico,Yams,2000,1520.3,26.84,21.25,95465.6
